"";"Var.1";"Answer.surveycode";"WorkerId";"survey_virgin";"session";"screen_attention_check_error";"screen_positive";"ip_country";"screen_difftime";"screen_difftime_too_short";"approve";"feedback";"source";"HITId";"HITTypeId";"Title";"Description";"Keywords";"Reward";"CreationTime";"MaxAssignments";"RequesterAnnotation";"AssignmentDurationInSeconds";"AutoApprovalDelayInSeconds";"Expiration";"NumberOfSimilarHITs";"LifetimeInSeconds";"AssignmentId";"AssignmentStatus";"AcceptTime";"SubmitTime";"AutoApprovalTime";"ApprovalTime";"RejectionTime";"RequesterFeedback";"WorkTimeInSeconds";"LifetimeApprovalRate";"Last30DaysApprovalRate";"Last7DaysApprovalRate";"Answer.doNotRedirect";"Approve";"Reject"
"1218";102;"HB2YwEc4";"A209H73TTW9F87";"failed";"HB2YwEc4Ru6xElDhdu1xLUXjx_XxpieRSAYRaVisRUI9NV1vJCf6LlQD9wRipE-_";"passed";"failed";"US";59;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk7b_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1219";103;"hbBUysTq";"A1FYFBIFYWTMJS";"failed";"hbBUysTqvTptmmF4kC1DW_UVnRvRMkbF1vCULdtfx7h__rzrTJC8MAEXifQTZB_9";"passed";"failed";"US";53;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk7b_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1220";104;"hkggdF56";"A28LPPFS7FW2SD";"failed";"hkggdF56lyzoBsSI89idJT5hDZTso6N3t5JQPzKHb_-Tpgncokx0IuzgSMMam8Gz";"failed";"failed";"US";97;"passed";"REJECT";"You have failed the attention check, therefore I cannot approve your HIT.";"mturk7b_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1221";105;"hOsHW3KM";"A3DPVDSQNR3ZZX";"failed";"hOsHW3KMefOq0WXQljlUc3pJl6qwaQsBZ7dM8wfVVR-bQtijbdqyYIuqZzzsXQ1k";"passed";"failed";"US";63;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk7b_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1222";106;"hy28A1Md";"A2LAWUYEMWODHH";"failed";"hy28A1MdFyPgV-bheWy863H-cHoJj-DSymTBA-9GFXYkNk5WZoLNnYhdGa-at7lm";"passed";"failed";"US";75;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk7b_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1223";107;"Id-NkGz4";"A1EBQ9X6IN5OZC";"failed";"Id-NkGz4Ey_VOPSm8omDl9Xi6uyHwGyn03qnztonOQxulnHOp8CWbQgxpe0gxBNM";"passed";"failed";"US";50;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk7b_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1224";108;"iki_ogSY";"A2LBOVE1R9TCNL";"failed";"iki_ogSYrYjb90R8ISskOjalC38YPyuE83EdYbg-8PIcgLOVuW3R7SQxW6leEh9t";"failed";"failed";"US";147;"passed";"REJECT";"You have failed the attention check, therefore I cannot approve your HIT.";"mturk7b_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1225";109;"iqidFxkZ";"A26FWAX7VEHYS3";"failed";"iqidFxkZ2WU1kQY2yxpLwJCIAsjmtfiBz9iFQ-oo5QdMPZt7kNFWOEYEBUjyxWDh";"passed";"passed";"US";72;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk7b_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1226";110;"iuPIVvPC";"A1J14BNAM0R1Y0";"failed";"iuPIVvPCGYCI7ik6xUaxuCAbweNGIOMCd2JoMbZ9l86gr_fWZChg7Fiupr6WjLu2";"passed";"passed";"US";88;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk7b_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1227";111;"J3qleevP";"A347XXV5JH19PB";"failed";"J3qleevP2Vu_mTFdI0rqsp1yoBFjA0NNrX87gqc6gdnrN2gVys1qvci9HhrFrypT";"passed";"failed";"US";83;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk7b_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1228";112;"J5ri-LU7";"A1HK51XN07655J";"passed";"J5ri-LU7jUEQudTwuGEpdYB08F6A7wb_YTg543ByPO_b00Vb8_d0cxgs2WXDdRti";"passed";"passed";"US";90;"passed";"x";"";"mturk7b_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1229";113;"JAEI1fVx";"A245ULD0JMXA1A";"failed";"JAEI1fVxmKldMDRmYt-KytF5nqxwnmE0YIOvhZ-lqt0ShwTmd3SL-6AHIdven7av";"passed";"failed";"US";54;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk7b_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1230";114;"jee7WKo_";"A1R4IO6YBLJTWJ";"passed";"jee7WKo_hJwDrTV2eYrXQb3q5oHoJ0C_RxPuTs1ILceN0xaripin33m8VvseorEC";"passed";"failed";"US";462;"passed";"x";"";"mturk7b_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1231";115;"JoIrJ1z7";"A25BRCS2JF0P0A";"failed";"JoIrJ1z7ns5dWxtUqBbVC4v27lwlUNLNRu0gb5WdMnxqeZAmO0e0EMjKX7Mt2UCk";"passed";"failed";"US";66;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk7b_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1232";116;"JtU6BZZG";"AO1QGAUZ85T6L";"failed";"JtU6BZZGzPyUuxnjTiN63y16e5mm3QjH_FaAtqd4MaoW3-Y9BqWkfjpqDORSU3zB";"passed";"failed";"US";55;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk7b_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1233";117;"JYtUbUCw";"A27YG16VADAMO0";"failed";"JYtUbUCwpS-OYcHiPLesIAfFqr46XPlNrnyayCxAtweEazC_WAhUS64rXar9gqHw";"passed";"failed";"US";127;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk7b_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1234";118;"K_qCUgxl";"A2LLFJURME73XE";"failed";"K_qCUgxlvbAFK_vwgVyTZW28hC7A_jPKskAkyjSJPVKmCo2qXuUw1N-fnHNCfhZo";"passed";"failed";"US";119;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk7b_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1235";119;"klxzhx1a";"A2W121DQXNQK1";"failed";"klxzhx1aldUmnBQVVYl7GFZTWNAlmbQRcJ1XkukklrhHPOOV-a_tkNGUkKrqFAD4";"passed";"failed";"US";68;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk7b_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1236";120;"Kn4cPSgl";"A22WWSTT8TU7G1";"failed";"Kn4cPSglnzJdeQDQPKrM1HhgBvddbo2SO2clsh5CsHp7bVTExrc16eiAFiwUxoWC";"passed";"failed";"US";39;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk7b_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1237";121;"kr_Z72XN";"A27C67YNF5WAX8";"failed";"kr_Z72XNMPQetQ10yU_11RUn5MIx30WGycPezEaQRa1WbQSDPOeruKQpcDOKOoBx";"failed";"failed";"US";77;"passed";"REJECT";"You have failed the attention check, therefore I cannot approve your HIT.";"mturk7b_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1238";122;"L43SfoyJ";"APQX11WZJ8246";"failed";"L43SfoyJRd3RAdjoNxWa4ne8oj2UvbeDua530kXZZMaMI_GUpPSnmdIcoq47iZMS";"failed";"failed";"US";69;"passed";"REJECT";"You have failed the attention check, therefore I cannot approve your HIT.";"mturk7b_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1239";123;"lbMM8sl8";"A69RUK0SZV067";"failed";"lbMM8sl8DsgqWvuoaTZpsP6xW3wb6RpubF4fPEAl2ZRyTwzye8-okaXEYv9iwWCh";"passed";"passed";"US";129;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk7b_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1240";124;"LQfMFVBq";"A2WFP64NPSB2EO";"failed";"LQfMFVBqkPsi_y7SEMgiKkQXxeOy4jsmBb4LLpgxqWaz8C5jJgbMTcdCegZx7F8F";"failed";"failed";"US";106;"passed";"REJECT";"You have failed the attention check, therefore I cannot approve your HIT.";"mturk7b_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1241";125;"Lulx0HAS";"AH0OMQP35UPYL";"failed";"Lulx0HASmfLwuawdBXEmOT-D87I2xZK4TyzM7X9QPd1NpxK1rBzdJkrpbJwxYsNY";"passed";"failed";"US";68;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk7b_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1242";126;"lzlpfVFL";"AGI8DEEVKN3JR";"failed";"lzlpfVFLFZ5S461I_LV1XkvXLRdhihA1BTKalK_DbI71jH6myWdpvmjDxW8RcY3g";"passed";"failed";"US";53;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk7b_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1243";127;"meJsU8uV";"A2MIIPZOLK3EQL";"failed";"meJsU8uVMmARplJhSe3N3zNXn5MHpp18CQW9K3uw8I6KRHSoCAYFWcyMCR4fMqDO";"passed";"failed";"US";81;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk7b_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1244";128;"mGrxXVtZ";"A2DHKTD1GSBXR2";"passed";"mGrxXVtZ4SVSZOtisAg92yfqDLozjC9nFWMHPXfO2AZyLtmRl07EtZM2qbes-mAK";"passed";"failed";"US";53;"passed";"x";"";"mturk7b_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1245";129;"MQ6s_juJ";"A28PAP3U142XBH";"failed";"MQ6s_juJYSvgVmMMeku7P1lHswljnCXm31TRTdKNGJDxK2vETgYhYBcKVRYSNdGE";"passed";"passed";"US";84;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk7b_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1246";130;"mYesaaeg";"A2PBRGT71DUYOY";"failed";"mYesaaegKFz7DzIuF31wIjQKDSZiVjx4WhpEl88QuU5tm0nuGTNyDyoD7TlINpDV";"passed";"passed";"US";114;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk7b_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1247";131;"n37HkM1i";"A2O68J7PBH42MA";"failed";"n37HkM1i36HLaZp74_qdzZvY_C8ODq5E3xO_5mWUDp16cV9U4mvOD_aPz3-wMVZh";"passed";"failed";"US";95;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk7b_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1248";132;"nbE1lKHq";"A3HCGNV93TJO7R";"failed";"nbE1lKHqdh94UGK7wMoxpUS2mKsnoSHmXk9W9Wuoz_X2AoYfXm8jWl-pN8wOA-jf";"passed";"failed";"US";138;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk7b_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1249";133;"NdUkiyKp";"A2266SFNMEX2O3";"failed";"NdUkiyKpOuOly32rMwuplXMk9bCMqG5tCvOyqkcqANRP0v-nr712LUNfIfjHrldA";"passed";"failed";"US";173;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk7b_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1250";134;"NHxmPiRS";"A3CMWYLWMENHLZ";"failed";"NHxmPiRSriXM50qpwU4KMTAsyPxJekN2ITJr4g1MKYhk4xP72Wp_VtfO9fn4j3BD";"passed";"failed";"US";185;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk7b_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1251";135;"NNBVwK5n";"A38IMMFKB2JJQK";"failed";"NNBVwK5noxxudSl6Bx-iryrTlFvXVMOYV8LeiTmFKHmaibluvZAJjw6cTx6g8yal";"passed";"failed";"US";68;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk7b_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1252";136;"o-K-2aX_";"A3MYPYBVHX7FQ2";"failed";"o-K-2aX_zXV3dxb5p3SJ2rDP6uITTD8qLeyb3sOBhIcaQ8Vy9vvywD8v4C6M-hg8";"passed";"passed";"US";107;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk7b_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1253";137;"o43Vyc2i";"A5J0OW727ZCWY";"failed";"o43Vyc2i2T9olFgnxZUrpMx25dxQ7gFJiP3797tUIfL4QsgFdn3jqKkh47A0ZoU-";"passed";"failed";"US";153;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk7b_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1254";138;"OagFqAgP";"A3RGC0P0GID8KU";"failed";"OagFqAgPM8ts9Cw5u_Vd0D9reh-2smLi2K0siYr81UEK0gZV90Vam6lcLYuH96Mo";"passed";"failed";"US";62;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk7b_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1255";139;"odtSTD5x";"A295P5SW3N83P6";"passed";"odtSTD5xxesC0EM6ZeKx-De9B6QhcrXRh7nXHmr-ba4vZ_FKBFT_Mh3FiEzFOIn7";"passed";"passed";"US";59;"passed";"x";"";"mturk7b_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1256";140;"OnfI7BXm";"A27QUVSOUJZD8J";"failed";"OnfI7BXmQxaKpCumYllgFUp6SDPG3djOfYbUtsyqM5PFoLWVSp-454QwPKTCCXJr";"passed";"failed";"US";70;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk7b_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1257";141;"onPfrWj4";"A2AOD3GOS9NKFC";"failed";"onPfrWj4dxxbcZPjq7xJ5xu5g9w4aEL0Pfnzo0BrLmEsTIdPVY2PoK9JtL5t3j0E";"passed";"failed";"US";51;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk7b_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1258";142;"oOou4Rnc";"A1USNVXB24PIAY";"failed";"oOou4RncVMkKQAq0fy9EUcmoGqZvyGP0-uy5aDx-ATVht80nd0pSXzDRMYmsOGn8";"passed";"failed";"US";95;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk7b_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1259";143;"oykFlMHs";"A3FUWP6N9U7G2E";"failed";"oykFlMHsHZdCUw5lIt1mE-uS4zlo7jukX7x0rSdxrmNQeGXqnYCiwRj5G_meGjxV";"passed";"failed";"US";64;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk7b_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1260";144;"P_a6CYxT";"AD70PPBAJSCPV";"failed";"P_a6CYxTZ2KD68U6FnnapNyyn8tt75v4ryYfexLvIeO6tVW8PcQIcvv8SDUxNvaZ";"passed";"failed";"US";34;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk7b_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1261";145;"p3-8F0sw";"A3AP7ARC72UHQX";"failed";"p3-8F0swtbK3XokcYLdZwBKOFvYJ5BQ73dkZis1vo8CB-DK6m5gV4w2ifM6Tb7dj";"passed";"failed";"US";122;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk7b_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1262";146;"p76UzEkO";"A1ZDHI15519WJ7";"passed";"p76UzEkOsfgukFWFG1GPE23pvt7N9FnKkz5LGhwKpXOYLeOuHnTSshVRTz6DH8Um";"passed";"passed";"US";307;"passed";"x";"";"mturk7b_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1263";147;"pBA5JLWq";"A2WKYN6PKI6QKL";"failed";"pBA5JLWq_e9AzUj7U9_gJuOC7P4Aie2XQ1-Tb6_SMg6ox_gGrzbFzhzVIQiSSOSR";"passed";"failed";"US";60;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk7b_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1264";148;"PesVONlv";"A21LWTWA1FV0SR";"failed";"PesVONlvUVuT8S1-P1l_H3qUuAu-uDvOibSrMqWJCJ1ui9i78rNUWJz-YKjR3pai";"passed";"failed";"US";86;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk7b_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1265";149;"PfXDDAW3";"A36PRTZFECB76C";"failed";"PfXDDAW3hnSlk53XCouAB-gpASIGcXCoYyeeczTYmBW_V3LnzcDgwekAv6HGMNqS";"passed";"failed";"US";65;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk7b_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
