"";"Var.1";"Answer.surveycode";"WorkerId";"survey_virgin";"session";"screen_attention_check_error";"screen_positive";"ip_country";"screen_difftime";"screen_difftime_too_short";"approve";"feedback";"source"
"68";49;"yV9MjSUx";"A2FYQIZWV2UJHS";"failed";"yV9MjSUx5sE2qHA-mklTFtdS6hxOPDkSWPDILg2rqzQBj7APoL5QXMkdENKPqmlK";"passed";"passed";"US";50;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk2_check"
"69";50;"z1fcMc_B";"A1HIQZEC2ER7GS";"failed";"z1fcMc_B8cXmUeX3E-nhNAxt49Dz82G_2NwDE34iyaurE5UmKXkzNX6hYScvhxiA";"failed";"failed";"US";29;"failed";"REJECT";"You have failed the attention check, therefore I cannot approve your HIT.";"mturk2_check"
"70";1;"_5Fei3lN";"A2NLAKN6UQK125";"failed";"_5Fei3lN_qOylLHbrRLiiMg412AjWfmnPX0gdEGNOMmdI18wW1UTtbRsjdeYIwuc";"passed";"failed";"US";73;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"71";2;"_aWCKQDS";"A33EZK81ADLX7U";"failed";"_aWCKQDS5e8LNQu33xCaZPCxfP5wc7kwGk1WoZjDI25H7TSOorRb1VKqf24tI-02";"failed";"failed";"IN";59;"passed";"REJECT";"You have failed the attention check, therefore I cannot approve your HIT.";"mturk3_check"
"72";3;"_CE7XBk2";"AOWY4TEB0UCMX";"failed";"_CE7XBk2QC-I-FxMNfDr6WBkexejesSSZ5mZToL6kVece1ZuA2DSTXEMtsty8Sbt";"passed";"passed";"US";113;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"73";4;"-6dxYFXL";"A2XUADP5L61HQ5";"failed";"-6dxYFXLCM3UANvRdyhS8KNdZQQ5GINfDGA6TKGub-X6jVwgVYVGJOpK90tFQFUv";"passed";"failed";"US";68;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"74";5;"-CROwulY";"A1KZ21TSAYUHO4";"failed";"-CROwulYa0M5PvgZejJ6VlreoaH4yK3l_QVB3CSGLiox8cenMBiS7Nun12v0a78I";"passed";"failed";"US";88;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"75";6;"-iEFgwKq";"A38OPVI04AH4JG";"failed";"-iEFgwKqHRKybvXfm9-KPKXaPlugN8jV1GcvRb7sJJE_ouM89Qo8pkEDzn009S9g";"passed";"failed";"US";42;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"76";7;"-Ss4CIoC";"A1G70F4VJOW46H";"failed";"-Ss4CIoCwdvMnc5BfcOKue42LQArii7-GM_ITCjjb-Bsl78RnN2I9I51rjKeAdhK";"passed";"passed";"US";180;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"77";8;"-w_NbTzf";"A29V2XPA9H2NAN";"failed";"-w_NbTzfTPXVIeWEfLQz15xkh7P9XcBP11yV-hxK6fjHKY0hfhZcO60IAxjTUJt7";"passed";"passed";"US";48;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"78";9;"-X4lj-vl";"A1QIJ94TJ6FZ2W";"failed";"-X4lj-vl12EekZHwiJ3Zlvp89gR-L1kDhm0OLhVTN48YuGYpy9QtaKwSvZKMevYs";"passed";"passed";"US";144;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"79";10;"0-Ku9PMj";"A36KDWI1CGJFFA";"failed";"0-Ku9PMjS7HqQgKNrp9IkBMTD0vSremJewTFbHYG7mVLvzJWELKUwX0XF4XSCeLb";"passed";"failed";"US";91;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"80";11;"00xwybe-";"A1GFN7WDJ0GX5V";"failed";"00xwybe-qtIav9bDxrCGYceo7ED8RJQMC4P_bOphSBgN0hiXok5Haoj1DazI8hnA";"passed";"passed";"US";38;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"81";12;"02ro0Kh4";"A2E746SZEOVYXS";"failed";"02ro0Kh4e-1CVGKViafOMCHMNANtROOls61XGTJ56dGaenWR_yrTptU9aIV18o8R";"passed";"failed";"US";79;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"82";13;"0apWIq1P";"A3QLAU9OT3V993";"failed";"0apWIq1Pp7_-A23kQnv60FA1NggoJT5AtGIv1AFZl_vx0xKN2_Bdl69E6yAbd98N";"passed";"passed";"US";68;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"83";14;"0FV_cDfF";"A18FPXIJYCTETD";"failed";"0FV_cDfFbKSaHltCCQZr0pLhRUtb8Ldt-7BStTucP5EAetEKP8TKxRvh-SC3mdcr";"passed";"passed";"US";86;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"84";15;"0gujJCz-";"A161AJDHLJVCLZ";"failed";"0gujJCz-hRqx7g-GjwLdeyu_ROSeA8vKTKfRTekDUFelt10Y06Uh8qCa6KzfGJXK";"passed";"failed";"US";72;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"85";16;"0QE1G4dh";"A19JJ2RIRTWJOT";"failed";"0QE1G4dh5X_NoH4LaYh2gPqG8OwWmCy11HueANz2WPj9NhyW9N6aGU2gytsitZkZ";"passed";"passed";"US";71;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"86";17;"0SOhNnbP";"APDJK6L7NMI2A";"failed";"0SOhNnbPwgcGS_6KOVL1tguggVTOdnHkpKtpuE5TestnP3hB0KoMAcAWcrS4N_ce";"passed";"passed";"US";98;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"87";18;"0vABaDAP";"AUYSORYS35GFY";"failed";"0vABaDAPjIpFjEQ5oCe51k6PDg6YvLbRFvdPQHxnaNpUc0OfksZ-QcWjvl4v1_Q2";"passed";"failed";"BD";95;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"88";19;"0W_cowRX";"A2WLTPBX05TW6D";"failed";"0W_cowRX_HJQSYhfpSyr7Te-GqfVUikjlcvfb1KjtzKmSj_7OWaW7sRyyTpBygFx";"passed";"failed";"US";76;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"89";20;"14N_Hat8";"A3DFPK9QX1I23Z";"failed";"14N_Hat89QFa7TVQ98B-XRwb6T31CPo-JL-I2Wr70jPg4pd9np9JgxUUS6UooPJ5";"failed";"failed";"US";49;"passed";"REJECT";"You have failed the attention check, therefore I cannot approve your HIT.";"mturk3_check"
"90";21;"1jf-Blp8";"A165JJ5VZPS2UX";"failed";"1jf-Blp8AKrDbKO13H7LJHV5eLYNzE_u5OPjOtIN5SLRZX5fvqI2wcUjve87Dsvc";"passed";"failed";"US";50;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"91";22;"1nW0NLfQ";"A1T2VJVO106DJZ";"failed";"1nW0NLfQ9bgqq2I_RV7ECY3_7Bgldz4dYqrnipYNfeVCFWadbezs5yKitKjddiSi";"passed";"failed";"US";68;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"92";23;"1Xqyflta";"A3FTR5MN7ZLS8M";"failed";"1XqyfltabWUctzpTbmm5twsmlESUROiEoS6jfagUOjAbW3ZMRJMUPpLL0t_I5vGo";"passed";"failed";"US";57;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"93";24;"2GzEhl10";"A3N27VW2VHEZNF";"failed";"2GzEhl10bEkJqCkqyXW2IHk8U5GxYlwkYJkMg2naPNT164N3EnarlPwVc7vzwFRx";"passed";"passed";"US";61;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"94";25;"2H6w9HSM";"A3OB2U61EFEHNP";"failed";"2H6w9HSMAtLVzYhOS_Vf-6I8Ek62MvRX3qcXkbXCUE3c52UO_5MxjT7ukb0-mJc7";"passed";"failed";"US";49;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"95";26;"2koCbwsv";"A1TARNH07A75CG";"failed";"2koCbwsvEqkXwcMkjq6SQ6erLeofP3Q1Q6BSt8wW5exZWt338GO_z6-1MnNfMOBL";"passed";"failed";"US";57;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"96";27;"2MKOV30k";"A1K75ALN5NQIJM";"failed";"2MKOV30kxP1495CBor94ZMzZBhR7nCVweOkkJaoqk-1VTdX6zMARB6WI0VA8sBWl";"passed";"failed";"US";155;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"97";28;"2piKjjI5";"A1XVEKS9O73ERE";"failed";"2piKjjI5NPbqJZnKY6l2YC2l1SY-RYA609S1QVcGFOgI3XeGRaouXQsc5Iijzkff";"passed";"passed";"US";100;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"98";29;"2S2pbAGI";"A3D6LF86UE4EEV";"failed";"2S2pbAGIbe1-31bmaLHOU6tWNsE0vO8_K-WB3w0ZmoPTFSrjBeQ7ysaHibho8NeE";"failed";"failed";"US";112;"passed";"REJECT";"You have failed the attention check, therefore I cannot approve your HIT.";"mturk3_check"
"99";30;"2zC0vkQ0";"A3DIBXKVNFJS56";"failed";"2zC0vkQ0Mx9wZ9g5ySjoqLRialUm82s3NjQYyTG62Y-bsVrhqzAYAUgA0X9eMko3";"failed";"failed";"US";119;"passed";"REJECT";"You have failed the attention check, therefore I cannot approve your HIT.";"mturk3_check"
"100";31;"38iQh_LK";"A28P3ZGZB3XG9P";"failed";"38iQh_LKQig95jJXRVR3WF_xQIX95BwEW1cvK8PjzxulaDK58L0e50sV7u4qBLgY";"passed";"failed";"US";101;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"101";32;"3BRhHozX";"A451UTBIH5K86";"failed";"3BRhHozXmGW4vw5Cw4nWS5WkW4tx8ldk1yrG0MCWmUdcpx4_jAUreDUliURLrlMw";"passed";"failed";"US";96;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"102";33;"3GlnTrJN";"A3JTQ0H4YY2BLS";"failed";"3GlnTrJN4SvPpdvxrWMV3GCQZxeMBxmZkZXFgC7WvhOyAd3OgyGlrFcL0QvvF4_p";"passed";"failed";"US";71;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"103";34;"3jKMClht";"AB774I47XHB4K";"failed";"3jKMClhtabWWA7wbUONIpqShYiqoH00DP2iHT5GAGlY5-tY8e6kphZC4GPqlUECc";"passed";"failed";"US";78;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"104";35;"3qAnnHF3";"A25T8SY6BT6A76";"failed";"3qAnnHF3z5Sq04sfkwROXFq6lH47OCbuE1fdiUzsZPbi6KITcvg7YXg7D7gvqVrh";"passed";"passed";"US";66;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"105";36;"3T2DXkOL";"A2UQ98FHANPPLW";"failed";"3T2DXkOLTwDDzGgUF1_uHY4eARNEjcFcPsYdwWWL7OHr7ZOX5HMsFpyV-PVIdyyV";"passed";"failed";"US";76;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"106";37;"3UH9j45l";"A1WWDLR9F8RBMN";"failed";"3UH9j45li-586werhlmjuY_tRQoCkci87nfVuqKbWJX1VDuR8WcfZub1PZ-rGk5b";"passed";"failed";"US";82;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"107";38;"3ZEGy7-C";"A3P1SDBXCNU6C";"failed";"3ZEGy7-CBjV-XHr9Ymqa4scDG_5BxIRt63iiP4vlDNDwOL0I4cX1C0hR1_zIVqPE";"passed";"passed";"US";81;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"108";39;"4786HwWm";"AOTCPS24JM5DQ";"failed";"4786HwWmA2NS3iERaqR3xsKVdteB1OIU2TPXV1ikLp_TDPBdYkHmyYG_HkWI5Wpm";"failed";"failed";"US";64;"passed";"REJECT";"You have failed the attention check, therefore I cannot approve your HIT.";"mturk3_check"
"109";40;"4a0Rx_h0";"A3TF0TA67EBKBE";"failed";"4a0Rx_h078z4-SHn48o8l_SqjwLcK29F5tgIX68bxNtzLM__U5v4LDi1KOZ9r4E-";"passed";"passed";"US";65;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"110";41;"4BC8J3ZD";"A23UD4QTIQBWEL";"failed";"4BC8J3ZDkN3HexBiyN9n4TUhBxGnvWFvl52Y2zUfzr354P5o-kMC88zjAqR7FO08";"passed";"passed";"US";93;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"111";42;"4CqopZfr";"A3NMU6AVMQ0QDB";"failed";"4CqopZfrdoU6r7X9OiazSCQqOlTJb5et6Ehmc33iFH6s6WHxrh1BqccCnm3I2c9R";"passed";"failed";"US";69;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"112";43;"4edkpe81";"A1F34ZP6YNI98F";"failed";"4edkpe81ptXZJnNLxmkkWpGzmgcKSZbIj9_GRQ_-ktpn9IL2z6_tEtBvHwC4bGmR";"passed";"passed";"US";61;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"113";44;"4glqX0bk";"A23MM94YPQSBGX";"failed";"4glqX0bkfKnbIbMo7t7Vp-tgy5hnx4QHdeBTNpxDBwOYIlnupqC3nUIskVuinyq3";"passed";"passed";"US";138;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
